,Document,Word,Frequence,Poid
31995,D140,tradit,1,0.2425938430703996
64121,D140,bring,1,0.2826775022821019
11233,D140,two,2,0.2948688604326435
14714,D140,new,2,0.2783520339067054
6891,D140,on,3,0.37097441042212587
37000,D140,help,2,0.4407397649113064
39917,D140,dat,2,0.2499186262747261
20422,D140,rapid,1,0.2213210448108861
40461,D140,network,1,0.23055989231374346
21486,D140,develop,2,0.22895123573762236
46165,D140,govern,1,0.2339487229268548
2193,D140,ful,1,0.22946749883661577
1029,D140,first,1,0.1624900136013121
23227,D140,stat,1,0.13266749603242856
29302,D140,interest,2,0.3584611728984286
49090,D140,expl,1,0.22326556513389031
54504,D140,coop,1,0.2717621913850288
66339,D140,tele-communications,1,0.5274417026557161
7511,D140,inform,6,0.5067919253868828
37962,D140,area,3,0.6727791973375324
2730,D140,system,6,0.5668811197047292
66337,D140,document-handling,2,0.9546391256526201
6545,D140,act,1,0.14490626588153038
66336,D140,mainstay,1,0.5274417026557161
30886,D140,review,2,0.38361773541777194
48682,D140,oft,1,0.2351176270367737
60013,D140,microfilm,1,0.3231552623222792
12569,D140,gre,1,0.18943045296200126
66355,D140,indee,1,0.3231552623222792
66335,D140,technology-supported,1,0.5274417026557161
60036,D140,cap,1,0.2589034403783748
9266,D140,technolog,4,0.757721811848005
17021,D140,serv,2,0.2476839426683417
11437,D140,kind,1,0.2252690735889058
28545,D140,show,1,0.20091947971697924
24964,D140,emphas,1,0.2351176270367737
38060,D140,toward,1,0.21943227331366433
43395,D140,volum,1,0.21407178897408657
15475,D140,man,1,0.1617466180516684
26745,D140,chapt,2,0.49056476274702965
50429,D140,think,1,0.2826775022821019
34140,D140,design,1,0.156118951002511
38382,D140,an,2,0.5518486226157127
50501,D140,5,1,0.2659547027911062
66350,D140,periph,2,0.8222892067847032
41680,D140,at,1,0.22839274783999147
25098,D140,increas,1,0.18884970398776968
66341,D140,behind,1,0.36879654772515524
48446,D140,thu,1,0.23279989650703858
16208,D140,chang,2,0.3800332922288577
4810,D140,us,1,0.07453271333476319
29897,D140,read,2,0.3545658961922454
66372,D140,fost,1,0.4111446033923516
35212,D140,cov,2,0.4230959445623581
18325,D140,field,1,0.15645505721017955
66340,D140,first-time,1,0.5274417026557161
65481,D140,problem-solving,1,0.4480205119009414
23162,D141,espec,1,0.1263747446490096
26811,D141,car,1,0.12107932828674761
55320,D141,abl,1,0.11320725294162225
66377,D141,syllab,1,0.22030133668906618
66379,D141,recr,1,0.22030133668906618
19157,D141,eith,1,0.10692484330279232
66382,D141,leis,1,0.22030133668906618
14464,D141,project,1,0.09116006598302799
66381,D141,climb,1,0.24343463199494592
13347,D141,record,1,0.09305679689339245
17400,D141,gen,1,0.05715783292346347
61088,D141,demand,3,0.32077452990837696
41540,D141,necess,1,0.09405296209035566
45545,D141,gap,1,0.15801995342583033
11561,D141,bibliograph,1,0.0734847511383344
33167,D141,affect,1,0.11516616185832063
1767,D141,nee,1,0.06400793996612233
17720,D141,profess,2,0.1787572773633031
30173,D141,const,1,0.13778635840241557
27905,D141,plan,1,0.08909203428048562
61165,D141,rol,1,0.10541203746461146
30196,D141,keep,1,0.13391901572022824
25099,D141,increas,1,0.08716140184050909
42156,D141,apply,3,0.21165544039174747
66384,D141,tal,1,0.17856400567915584
59073,D141,least,1,0.11873004038517859
7512,D141,inform,1,0.038983994260529446
46020,D141,perform,1,0.08226876758803793
6546,D141,act,1,0.0668798150222448
59982,D141,fit,1,0.15556688060344576
9370,D141,rath,2,0.2034183530359876
66401,D141,near,1,0.1421796741374838
66398,D141,smallest,1,0.2067786978004345
19783,D141,comput,5,0.32582468837236067
63992,D141,overview,1,0.14914858261028274
9267,D141,technolog,3,0.2622883194858479
40462,D141,network,1,0.10641225799095853
66391,D141,long-term,1,0.17856400567915584
32545,D141,op,1,0.07011716573298511
20836,D141,level,2,0.20700898379616384
3380,D141,provid,1,0.0627945791506362
56698,D141,alon,1,0.14726168684273086
34141,D141,design,1,0.0720549004626974
31216,D141,assum,1,0.10692484330279232
24652,D141,autom,1,0.08010712962755578
25666,D141,program,1,0.0731603069380381
37727,D141,mean,1,0.07888626534802302
66141,D141,team,1,0.17856400567915584
62246,D141,end,1,0.11949389555924993
44191,D141,manip,1,0.1454780440803126
3996,D141,grow,1,0.09025577252404071
38951,D141,funct,1,0.08909203428048562
65080,D141,narrow,1,0.15115125960239215
57068,D141,limit,1,0.09960474867499476
58620,D141,reason,1,0.10304564544641093
19339,D141,tim,1,0.0698313674385858
58362,D141,highest,1,0.17021379125776398
10677,D141,ev,1,0.08535198487868907
65096,D141,analyst,1,0.17412585142985448
20064,D141,complex,1,0.11136400887239119
28752,D141,staff,1,0.11320725294162225
39194,D141,process,3,0.2029553116179819
56879,D141,pop,2,0.27557271680483114
17817,D141,educ,2,0.1901675674970718
2731,D141,system,2,0.08721247995457374
58191,D141,siz,1,0.11516616185832063
13521,D141,cannot,1,0.13918563961621455
66051,D141,coher,1,0.1897590477195469
33629,D141,perc,1,0.12274832436512598
8895,D141,whol,1,0.11654362616793137
65907,D141,accompl,2,0.26545306151809855
25365,D141,effort,3,0.2863064794879138
17022,D141,serv,4,0.22863133169385388
46835,D141,lat,1,0.10304564544641093
4131,D141,libr,13,0.5419526262276546
1509,D142,fut,1,0.15175084850925108
66502,D142,preserv,2,0.5135648486339486
33946,D142,commun,2,0.23268344382157546
61227,D142,mem,4,0.9694657869668377
41541,D142,necess,2,0.30567212679365585
35597,D142,policy,1,0.1905404982693148
17916,D142,becom,1,0.15394630068656392
34357,D142,without,1,0.16895180519167935
28865,D142,individ,1,0.1533879861970768
61286,D142,environ,1,0.1905404982693148
21487,D142,develop,1,0.08585671340160839
16354,D142,bas,1,0.08056977761860976
53639,D142,sec,1,0.2610908204942319
4132,D142,libr,7,0.47420854794919776
55321,D142,abl,1,0.18396178603013613
53462,D142,ant,1,0.3083584525442637
44715,D142,med,1,0.15394630068656392
11854,D142,rel,1,0.08957858472125727
17818,D142,educ,1,0.15451114859137083
54391,D142,institut,2,0.2832745559816545
15091,D142,nat,1,0.10494207098188349
64095,D142,saf,1,0.2984978399901832
65259,D142,satellit,1,0.3204351356743013
43176,D142,progress,1,0.17050132475962412
53600,D142,distinct,1,0.1917243949711795
21115,D142,expery,1,0.1130165889173698
12570,D142,gre,1,0.14207283972150095
12383,D142,contain,2,0.3491998447605579
281,D142,pres,1,0.0931587529986235
8416,D142,tak,1,0.14477455570578912
54106,D142,cre,2,0.3173219584217686
6547,D142,act,1,0.1086796994111478
15476,D142,man,1,0.12130996353875131
15335,D142,purpos,1,0.13260420793651745
25222,D142,import,1,0.1272301035621038
12170,D142,writ,1,0.1574386947558201
66559,D142,entertain,1,0.35798967211973254
66442,D142,pain,1,0.35798967211973254
20802,D142,today,1,0.2053589600546406
62534,D142,graph,1,0.21963068268171732
7513,D142,inform,4,0.2533959626934414
66430,D142,civil,2,0.5221816409884638
17401,D142,gen,1,0.09288147850062814
66429,D142,clay,1,0.3955812769917871
3381,D142,provid,1,0.10204119111978383
64600,D142,accum,1,0.2567824243169743
4677,D142,country,1,0.18938339252288847
11731,D142,control,2,0.3113220710491763
22842,D142,mat,1,0.12917122196084443
66422,D142,arch,8,2.321332073829026
27486,D142,success,1,0.17375287036703752
47056,D142,charact,1,0.12983731775189605
64778,D142,aspir,1,0.35798967211973254
39524,D142,tool,1,0.17633822027758028
13348,D142,record,4,0.6048691798070509
63269,D142,liv,1,0.24236644674170943
62908,D142,symbol,1,0.22855319035263788
39425,D142,bet,1,0.18294355594129857
16952,D142,best,1,0.1905404982693148
20505,D142,vary,1,0.10382960522371157
66515,D142,destin,1,0.3083584525442637
49448,D142,rang,1,0.20087750953450717
66531,D142,ascertain,1,0.27659741079386646
66496,D142,regress,1,0.2984978399901832
48832,D142,cult,1,0.22390283240392528
66520,D142,ever-changing,1,0.3955812769917871
62741,D142,pass,2,0.47860048223887525
12253,D142,knowledg,4,0.5945407646398875
45962,D142,evolv,1,0.2053589600546406
46223,D142,socy,6,1.122870078118626
66495,D142,stagn,1,0.3955812769917871
58321,D142,elev,1,0.3083584525442637
37694,D142,whatev,1,0.2567824243169743
66523,D142,grew,1,0.29016650922862824
66530,D142,herit,1,0.3955812769917871
66521,D142,forerun,1,0.35798967211973254
48762,D142,hum,1,0.1681947993343831
1768,D142,nee,1,0.10401290244494879
57178,D142,distribut,1,0.1599147024799712
30174,D142,const,1,0.22390283240392528
62873,D142,weal,1,0.29016650922862824
11085,D142,way,1,0.13296221107209202
66540,D142,right,1,0.23640182163050794
66444,D142,plac,2,0.36792357206027226
32877,D142,soc,2,0.27263354672703266
12792,D142,form,1,0.09635032583268724
48631,D142,surv,1,0.270914666843522
62293,D143,framework,1,0.4240162534231529
40947,D143,proc,1,0.29142130469584515
47940,D143,influ,1,0.36193302883527134
35700,D143,examin,1,0.28502496917164327
53698,D143,ambigu,1,0.5803330184572565
28954,D143,admin,2,0.6983996895211158
38061,D143,toward,3,0.9874452299114895
65104,D143,perceiv,1,0.5055923619611987
43396,D143,volum,1,0.3211076834611299
66575,D143,isol,1,0.5221816409884638
66571,D143,clim,1,0.6408702713486026
34142,D143,design,1,0.23417842650376652
15641,D143,academ,1,0.30902229718274166
25667,D143,program,1,0.2377709975486238
43727,D143,expect,1,0.37876678504577693
30537,D143,facul,1,0.4523533287526973
15728,D143,attitud,1,0.43136122496691015
66561,D143,elimin,1,0.541829333687044
17721,D143,profess,1,0.2904805757153675
49978,D143,ind,1,0.2790366249039397
282,D143,pres,2,0.372635011994494
55149,D143,inquiry,1,0.4138864669617845
4133,D143,libr,1,0.13548815655691365
21488,D143,develop,2,0.34342685360643355
44096,D143,are,4,1.3516144415334348
52611,D143,spec,2,0.39283910312025394
41760,D143,giv,1,0.2224550657858317
61166,D143,rol,3,1.0277673652799617
16747,D143,difficul,1,0.4076432870775432
17819,D143,educ,1,0.30902229718274166
65856,D143,int,1,0.43136122496691015
44271,D143,fact,1,0.23569983952435428
32236,D143,opin,2,0.8785227307268693
11562,D143,bibliograph,4,0.9553017647983472
65908,D143,accompl,1,0.43136122496691015
1510,D143,fut,1,0.30350169701850216
21931,D143,model,1,0.296270214444841
21116,D143,expery,1,0.2260331778347396
33521,D143,improv,1,0.2841456794430019
60604,D144,go,1,0.6741231492815982
38494,D144,lik,1,0.43886454662732866
61800,D144,art,1,0.5912621483270645
66619,D144,craft,1,1.0548834053114322
19043,D144,train,1,0.5356733587586857
65471,D144,digit,1,0.7224391115827253
43397,D144,volum,1,0.42814357794817315
36669,D144,set,1,0.3788609059240025
10840,D144,also,1,0.3038410515096021
12472,D144,much,1,0.4247568404437405
23565,D144,prep,1,0.43701570547383506
29898,D144,read,1,0.3545658961922454
66598,D144,compos,1,0.8222892067847032
30268,D144,poetry,1,0.9546391256526201
9494,D144,sci,1,0.2120201481649654
66587,D144,attract,1,0.754545356196036
46962,D144,econom,1,0.4264392066132565
20506,D144,vary,1,0.2768789472632308
66606,D144,seven-volume,1,1.0548834053114322
21117,D144,expery,1,0.30137757044631946
39195,D144,process,1,0.2931576723370849
23163,D144,espec,1,0.5476238934790416
34143,D144,design,1,0.312237902005022
19784,D144,comput,2,0.5647627931787584
66607,D144,skil,1,0.6962421879846183
1030,D144,first,1,0.3249800272026242
27097,D144,book,2,0.5179428638264569
66603,D144,mus,1,0.8960410238018828
66595,D144,aesthet,1,0.8960410238018828
25668,D144,program,3,0.9510839901944952
26361,D144,reward,1,0.6642335870861669
54595,D145,tab,1,0.2362466652854783
54359,D145,upd,1,0.21543684154818615
17318,D145,commit,1,0.17149894722303574
10491,D145,org,3,0.3129101144203591
66687,D145,spin,1,0.35162780177047737
66682,D145,brok,1,0.27409640226156773
66688,D145,51,1,0.35162780177047737
30297,D145,respons,2,0.31833581650885207
17023,D145,serv,3,0.2476839426683417
42849,D145,sourc,1,0.13302343562125463
8195,D145,docu,1,0.09245591328439892
66689,D145,68%,1,0.35162780177047737
35213,D145,cov,1,0.14103198152078603
66690,D145,onlin,3,0.8960410238018828
34802,D145,cent,2,0.23448271539198218
29899,D145,read,1,0.1181886320640818
7514,D145,inform,3,0.16893064179562758
54505,D145,coop,1,0.18117479425668587
42037,D145,throughout,2,0.3834321999705868
64435,D145,respond,1,0.19343857826255187
49846,D145,regard,1,0.1663511226842409
55417,D145,hent,1,0.22141119569538895
65673,D145,tap,1,0.16834079335367863
66678,D145,116,1,0.35162780177047737
66679,D145,75,2,0.5973606825345885
66623,D145,recipy,1,0.28483123171049
18734,D145,year,2,0.2009183802975463
56663,D145,compil,1,0.17855778625289526
33748,D145,request,1,0.14819076021990954
31748,D145,survey,5,0.6200813886754216
37266,D145,1972,1,0.22141119569538895
3382,D145,provid,1,0.0907032809953634
1473,D145,1971,1,0.1917160999852934
19158,D145,eith,1,0.15444699588181113
8832,D145,situ,1,0.15297833255774385
11855,D145,rel,1,0.07962540864111757
61044,D145,delay,1,0.25792578598100285
23827,D145,produc,1,0.10709932167950062
61053,D145,mail,1,0.24586436515010351
14715,D145,new,2,0.18556802260447028
32264,D145,questionnair,3,0.5435243827700575
52170,D145,search,1,0.09848171809867518
39918,D145,dat,9,0.7497558788241784
66627,D145,janu,1,0.24081303719424177
66637,D145,1975,2,0.5306628266492146
16355,D145,bas,5,0.3580879005271545
65824,D145,1974,1,0.29868034126729426
66643,D145,cam,1,0.25792578598100285
10841,D145,also,1,0.10128035050320071
26055,D145,sent,2,0.38687715652510374
45614,D145,sdi,1,0.17730313519407084
11022,D145,receiv,1,0.16261649417004317
62247,D145,end,1,0.1726022935855832
66620,D145,asid,4,1.194721365069177
66652,D145,as,1,0.29868034126729426
66672,D145,1976,2,0.5973606825345885
18513,D145,many,1,0.10319593186102438
66657,D145,check,1,0.22141119569538895
48410,D145,in,1,0.20104592389008769
66656,D145,uo,1,0.35162780177047737
15477,D145,man,1,0.10783107870111228
64295,D145,41,1,0.29868034126729426
55639,D145,up-to-date,1,0.24081303719424177
66655,D145,sig,2,0.7032556035409547
27379,D145,repres,2,0.2533555281525718
28807,D145,memb,3,0.4775037247632781
4811,D145,us,5,0.24844237778254402
14023,D145,fin,1,0.1450641803794113
66675,D145,warn,1,0.29868034126729426
66650,D145,eusid,2,0.6364260837684134
28866,D145,individ,1,0.13634487661962383
56811,D145,accord,1,0.15674508469118245
39196,D145,process,4,0.39087689644944656
37485,D145,would,1,0.1236496276096566
19340,D145,tim,1,0.10086753074462393
53002,D145,i.e.,1,0.18845166818806794
24414,D146,index,2,0.8291771009672413
32546,D146,op,2,0.9115231545288064
4812,D146,us,2,0.4471962800085792
62937,D146,dev,1,0.7317742237651943
35345,D146,langu,1,0.5580732498078794
50685,D146,investig,1,0.5597379204533989
28546,D146,show,1,0.6027584391509377
20146,D146,involv,1,0.6422153669222598
47941,D146,influ,1,0.7238660576705427
15781,D146,method,1,0.40539053810144177
66693,D146,aslib,1,1.0443632819769275
66705,D146,cranfield,1,1.131818034294054
44272,D146,fact,1,0.47139967904870855
31403,D146,consid,1,0.4397365085056274
283,D146,pres,1,0.372635011994494
53897,D146,funda,1,0.7575335700915539
56664,D146,compil,1,0.8035100381380287
39584,D146,efficy,1,0.6396588099198848
20507,D146,vary,1,0.4153184208948463
36670,D146,set,1,0.5682913588860038
55188,D146,test,1,0.5847429462285771
35832,D146,pap,1,0.40470447205704285
61089,D147,demand,1,0.34750574073407503
14130,D147,research,1,0.1757006859723155
16356,D147,bas,1,0.1611395552372195
28867,D147,individ,1,0.3067759723941536
46224,D147,socy,1,0.37429002603954203
46424,D147,engin,2,0.6727791973375324
66714,D147,1948,1,0.6408702713486026
13349,D147,record,2,0.6048691798070509
66718,D147,roy,1,0.7159793442394651
22672,D147,includ,1,0.24317570097844926
20222,D147,sint,1,0.29930273014782294
66720,D147,doz,1,0.565909017147027
63551,D147,elsewh,1,0.5055923619611987
53784,D147,three,1,0.28502496917164327
59074,D147,least,1,0.3858726312518304
10492,D147,org,1,0.23468258581526932
43893,D147,get,1,0.47280364326101587
32237,D147,opin,1,0.43926136536343463
5556,D147,mad,2,0.45115502528409634
66713,D147,bern,1,0.7911625539835742
54787,D147,gath,1,0.4205289874046805
44273,D147,fact,1,0.23569983952435428
54540,D147,observ,1,0.37876678504577693
43635,D147,imply,1,0.34750574073407503
31749,D147,survey,2,0.5580732498078794
6039,D147,report,1,0.2377709975486238
66741,D147,said,1,0.565909017147027
7295,D147,wid,1,0.32504578558181585
30585,D147,concern,1,0.2519624311082306
29573,D147,lit,1,0.21860434677399873
9954,D147,collect,1,0.23569983952435428
4813,D147,us,4,0.4471962800085792
46595,D147,put,1,0.4107179201092812
4134,D147,libr,1,0.13548815655691365
66694,D147,aslib,1,0.5221816409884638
66728,D147,habit,1,0.5135648486339486
38408,D147,conf,1,0.427624174963305
9495,D147,sci,4,0.6360604444948962
31069,D147,upon,3,1.018323175766696
50686,D147,investig,2,0.5597379204533989
49686,D147,pilot,1,0.48473289348341886
57976,D147,oth,1,0.37876678504577693
7515,D147,inform,4,0.5067919253868828
10423,D147,peopl,1,0.36389076460559944
36866,D147,aim,1,0.372123289936769
1769,D147,nee,2,0.41605160977979516
15782,D148,method,1,0.2702603587342945
43828,D148,fast,1,0.7087399958564349
46425,D148,engin,1,0.44851946489168826
2367,D148,describ,1,0.23753711128274474
43819,D148,going,1,0.7087399958564349
64210,D148,start,1,0.609475174273701
9113,D148,particul,1,0.3392802761656101
44716,D148,med,1,0.41052346849750376
53785,D148,three,1,0.3800332922288577
39919,D148,dat,1,0.2499186262747261
61774,D148,reach,1,0.6161119212624298
14567,D148,est,1,0.3911083476041764
7516,D148,inform,1,0.16893064179562758
66750,D148,scheduled,1,0.9546391256526201
54392,D148,institut,1,0.37769940797553936
18120,D148,numb,1,0.30260259223387176
38495,D148,lik,1,0.43886454662732866
53041,D148,term,1,0.30893475369746176
29169,D148,acquir,1,0.6031377716702631
4814,D148,us,1,0.14906542666952638
32051,D148,idea,1,0.5356733587586857
51485,D148,retriev,1,0.25897143191322847
27567,D148,problem,1,0.25181939072107906
29574,D148,lit,1,0.29147246236533164
40242,D148,lab,1,0.5912621483270645
15092,D148,nat,1,0.27984552261835594
14465,D148,project,3,1.185080857779364
18735,D148,year,1,0.30137757044631946
18011,D148,last,1,0.47503690837141305
50914,D148,equip,1,0.5518486226157127
18326,D148,field,1,0.3129101144203591
49091,D148,expl,1,0.44653113026778063
17402,D148,gen,1,0.2476839426683417
31138,D148,access,1,0.43162057759164396
61570,D148,overlap,1,0.7087399958564349
59545,D148,biom,1,0.5653550045642038
46271,D148,try,1,0.6161119212624298
61535,D148,fair,1,0.6549887916103659
14131,D148,research,3,0.702802743889262
57851,D148,consist,1,0.45893499767323154
66749,D148,hampstead,1,1.0548834053114322
64186,D148,sufficy,1,0.6031377716702631
36867,D148,aim,1,0.4961643865823587
60465,D148,stag,2,1.0952477869580832
29526,D149,dealt,1,0.6847531315119314
53042,D149,term,3,0.9268042610923853
25223,D149,import,1,0.3392802761656101
1670,D149,appear,1,0.4198365193488536
22466,D149,conceiv,1,0.3227568771737181
66752,D149,single-word,1,0.8960410238018828
52612,D149,spec,1,0.2618927354135026
53993,D149,vocab,1,0.5435243827700575
50687,D149,investig,1,0.3731586136355992
31404,D149,consid,1,0.2931576723370849
62938,D149,dev,2,0.975698965020259
66706,D149,cranfield,1,0.754545356196036
11732,D149,control,1,0.4150960947322351
46651,D149,diff,1,0.3057245250103019
55189,D149,test,2,0.7796572616381028
24415,D149,index,3,0.8291771009672413
55552,D149,context,1,0.5050223800610358
26456,D149,effect,2,0.6440502753667565
57910,D149,condit,1,0.524677089242573
56964,D149,within,1,0.3848356557503362
46021,D149,perform,1,0.35649799288149764
35346,D149,langu,2,0.7440976664105059
28068,D149,ex,1,0.4018389594339585
66768,D150,subscrib,1,0.22855319035263788
34519,D150,journ,1,0.1315467709206453
46836,D150,lat,1,0.16744917385041774
40811,D150,interact,1,0.17546154219514112
54393,D150,institut,1,0.14163727799082726
62120,D150,output,1,0.1860616449683845
58739,D150,list,2,0.2943008523562622
43277,D150,pot,1,0.17050132475962412
36085,D150,ref,1,0.12691459476051323
53786,D150,three,2,0.28502496917164327
22335,D150,abstract,3,0.4198034403400491
66755,D150,ct,4,1.2817405426972053
24416,D150,index,1,0.10364713762090516
6892,D150,on,1,0.09274360260553147
66032,D150,frag,1,0.23930024111943762
51486,D150,retriev,1,0.09711428696746069
47542,D150,am,1,0.16671460524739823
24653,D150,autom,1,0.13017408564477814
65278,D150,ultim,1,0.2567824243169743
66764,D150,cbac,2,0.6408702713486026
66760,D150,asc,4,1.2817405426972053
60697,D150,computer-based,1,0.20087750953450717
48369,D150,biolog,2,0.43523680109074175
62502,D150,particip,1,0.20087750953450717
16854,D150,object,1,0.1471504261781311
19341,D150,tim,1,0.11347597208770192
10144,D150,cur,4,0.5114714682856814
36342,D150,routin,1,0.27659741079386646
51367,D150,word,3,0.4520688293632033
2732,D150,system,2,0.1417202799261823
47229,D150,auth,1,0.12629017879022886
42850,D150,sourc,1,0.14965136507391147
4815,D150,us,2,0.1117990700021448
35833,D150,pap,4,0.40470447205704285
66759,D150,cba,1,0.3955812769917871
22673,D150,includ,1,0.12158785048922463
10842,D150,also,2,0.2278807886322016
50600,D150,far,1,0.18396178603013613
66824,D150,compound,2,0.4107179201092812
65343,D150,reg,1,0.20087750953450717
59349,D150,profil,1,0.19544960444044185
48940,D150,analog,1,0.2610908204942319
66863,D150,formula,1,0.2567824243169743
7517,D150,inform,1,0.06334899067336035
13607,D150,discuss,1,0.10221648197473632
19785,D150,comput,3,0.31767907116305166
46225,D150,socy,1,0.18714501301977102
18012,D150,last,1,0.1781388406392799
13,D150,edit,1,0.17723047224956553
59116,D150,aw,3,0.542899543252907
15783,D150,method,1,0.10134763452536044
23828,D150,produc,1,0.1204867368894382
34995,D150,subject,1,0.1086796994111478
52171,D150,search,8,0.8863354628880766
18927,D150,origin,1,0.1592838151664027
57852,D150,consist,1,0.17210062412746183
40541,D150,result,1,0.09742414463719236
12793,D150,form,1,0.09635032583268724
25029,D150,past,1,0.16895180519167935
22982,D150,typ,1,0.12917122196084443
18121,D150,numb,1,0.11347597208770192
63592,D150,shar,1,0.24236644674170943
45818,D150,theref,1,0.17050132475962412
6548,D150,act,1,0.1086796994111478
21118,D150,expery,1,0.1130165889173698
10493,D150,org,1,0.11734129290763466
9496,D150,sci,2,0.15901511112372405
20330,D150,introduc,1,0.16120144106762965
3383,D150,provid,3,0.3061235733593515
18736,D150,year,1,0.1130165889173698
16357,D150,bas,1,0.08056977761860976
35502,D150,scop,1,0.2038216435387716
3740,D150,work,2,0.20373333365471574
13254,D150,obtain,1,0.1522903951081496
31880,D150,comp,1,0.1370966507248614
66858,D150,molecul,1,0.3083584525442637
55111,D150,old,1,0.23104197047341116
60998,D150,transl,1,0.22855319035263788
66818,D150,break,1,0.2984978399901832
66876,D150,spring,1,0.33601538392570607
54825,D150,chem,6,0.8550749075149298
33058,D150,cit,4,0.5631124957836381
46652,D150,diff,1,0.11464669687886321
53043,D150,term,1,0.11585053263654817
20065,D150,complex,1,0.18096651441763567
56441,D150,titl,3,0.40779516450510545
60032,D150,by-product,1,0.3204351356743013
66790,D150,alert,1,0.2567824243169743
66803,D150,branch,1,0.24908759515731257
17024,D150,serv,2,0.18576295700125628
26119,D150,avail,1,0.1391058310608637
14716,D150,new,1,0.10438201271501453
35214,D150,cov,2,0.3173219584217686
61149,D151,supery,1,0.47759654398429313
5772,D151,techn,2,0.32267293558792326
52893,D151,relev,1,0.22389516818135957
62216,D151,already,2,0.6728463798474889
53044,D151,term,2,0.3707217044369542
45649,D151,luhn,1,0.572783475391572
55712,D151,scheme,1,0.35140909229074774
50688,D151,investig,1,0.22389516818135957
66879,D151,ost,1,0.4933735240708219
20750,D151,disciplin,1,0.2807384675122258
62248,D151,end,1,0.3106841284540498
53003,D151,i.e.,1,0.33921300273852234
40869,D151,adopt,1,0.3214040152552115
32878,D151,soc,1,0.21810683738162615
66956,D151,35,1,0.5376246142811297
47793,D151,fig,1,0.328574336087425
66887,D151,k.d.c.,1,0.6329300431868594
614,D151,study,3,0.42110388126228826
50915,D151,equip,1,0.3311091735694276
66886,D151,manchest,1,0.6329300431868594
26120,D151,avail,1,0.2225693296973819
6893,D151,on,1,0.14838976416885036
284,D151,pres,1,0.1490540047977976
10678,D151,ev,1,0.2219151606845916
4135,D151,libr,2,0.21678105049106186
33630,D151,perc,2,0.6382912866986551
66884,D151,david,1,0.6329300431868594
66885,D151,dew,1,0.6329300431868594
65987,D151,20,1,0.41774531279077104
44002,D151,busy,3,1.026298019911932
51487,D151,retriev,1,0.15538285914793712
9497,D151,sci,2,0.2544241777979585
15093,D151,nat,2,0.3358146271420272
20995,D151,school,2,0.5988640416632672
31881,D151,comp,1,0.21935464115977826
44097,D151,are,1,0.270322888306687
3384,D151,provid,1,0.16326590579165412
11733,D151,control,3,0.7471729705180231
53469,D151,parallel,1,0.39854015225170014
5557,D151,mad,2,0.3609240202272771
12794,D151,form,1,0.1541605213322996
37287,D151,decid,2,0.5057472039751343
51255,D151,despit,1,0.4334634669496352
46426,D151,engin,1,0.269111678935013
31405,D151,consid,1,0.17589460340225097
29430,D151,cont,1,0.232384460572294
28069,D151,ex,1,0.2411033756603751
23566,D151,prep,1,0.262209423284301
61536,D151,fair,1,0.3929932749662196
20910,D151,prim,1,0.24721783774619333
32459,D151,evid,1,0.312719367104707
14132,D151,research,2,0.2811210975557048
10843,D151,also,2,0.3646092618115226
66959,D151,ovchinnikov,1,0.6329300431868594
56665,D151,compil,1,0.3214040152552115
66960,D151,masterman,1,0.6329300431868594
47230,D151,auth,1,0.2020642860643662
55913,D151,conduc,1,0.2793598758084463
40542,D151,result,2,0.31175726283901556
21489,D151,develop,1,0.1373707414425734
43820,D151,going,1,0.425243997513861
2368,D151,describ,1,0.14252226676964685
23829,D151,produc,1,0.19277877902310114
56063,D151,util,1,0.2589723465549864
105,D151,class,1,0.19914843537149174
8134,D151,restrict,1,0.3547572889962387
24417,D151,index,2,0.33167084038689654
30484,D151,lin,1,0.2943388576482178
48447,D151,thu,1,0.2793598758084463
48991,D151,off,1,0.23862491967089233
57338,D151,spons,1,0.3929932749662196
15784,D151,method,2,0.32431243048115344
42157,D151,apply,1,0.18343471500618114
9955,D151,collect,1,0.18855987161948343
41334,D151,suggest,1,0.20991949697781662
66919,D151,latest,1,0.45272721371762165
54826,D151,chem,1,0.22801997533731463
10494,D151,org,1,0.18774606865221546
66888,D151,vernon,2,1.2658600863737188
55190,D151,test,1,0.23389717849143088
3241,D151,attempt,1,0.2206238507091428
54257,D151,construct,2,0.5481425948159796
62810,D151,55,1,0.4933735240708219
29575,D151,lit,1,0.174883477419199
42683,D151,machin,1,0.26444385894678385
54321,D151,thesaur,5,1.5847370258217803
42944,D151,support,1,0.270322888306687
66889,D151,london,1,0.5126962170788821
2733,D151,system,2,0.2267524478818917
34803,D151,cent,1,0.211034443852784
30887,D151,review,2,0.4603412825013264
66916,D151,post-co-ordinate,1,0.5376246142811297
66893,D151,mr,1,0.4642664147658052
18327,D151,field,1,0.18774606865221546
66707,D151,cranfield,1,0.45272721371762165
1671,D151,appear,1,0.25190191160931213
66900,D151,facet,2,0.7859865499324392
66927,D151,aeronaut,1,0.572783475391572
49894,D151,ext,1,0.342099339970644
66942,D151,coordin,1,0.404473889568959
13114,D151,certain,1,0.24026827552881014
31217,D151,assum,1,0.27800459258726
53994,D151,vocab,2,0.6522292593240692
7518,D151,inform,2,0.20271677015475312
28367,D151,cas,1,0.24280135761480173
35347,D151,langu,3,0.6696878997694553
66933,D151,born,1,0.5376246142811297
66929,D151,soft,1,0.5126962170788821
30363,D151,wel,1,0.21749075440272292
